bevolkerungsbewegungen,Geburtenüberschuss(+)/-defizit(-),https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/bceaadbd-5004-49ae-848f-b7a3dacc2f0c/download/bevolkerungsbewegungen-geburtenuberschuss-defizit-.csv,CSV,bceaadbd-5004-49ae-848f-b7a3dacc2f0c
bevolkerungsbewegungen,Zuzüge nach Geschlecht,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/63f40b50-56d9-4c35-aa82-7cd8ddbfad25/download/bevolkerungsbewegungen-zuzuge-nach-geschlecht.csv,CSV,63f40b50-56d9-4c35-aa82-7cd8ddbfad25
bevolkerungsbewegungen,Geburten je 1000 Einwohner/-innen,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/5296efff-037d-4cbe-8d5a-fe3ccf17c528/download/bevolkerungsbewegungen-geburten-je-1000-einwohner-innen.csv,CSV,5296efff-037d-4cbe-8d5a-fe3ccf17c528
bevolkerungsbewegungen,Geburten nach Staatsangehörigkeit,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/9e50219d-83a2-4e57-887f-f21cf03c2a3c/download/bevolkerungsbewegungen-geburten-nach-staatsangehorigkeit.csv,CSV,9e50219d-83a2-4e57-887f-f21cf03c2a3c
bevolkerungsbewegungen,Wegzüge nach Geschlecht,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/66b5eb29-617c-4f67-8ffe-237d6836f14f/download/bevolkerungsbewegungen-wegzuge-nach-geschlecht.csv,CSV,66b5eb29-617c-4f67-8ffe-237d6836f14f
bevolkerungsbewegungen,Wanderungssaldo je 1000 Einwohner/-innen,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/e3e69806-4903-44c4-a17d-bce2a940d3a0/download/bevolkerungsbewegungen-wanderungssaldo-je-1000-einwohner-innen.csv,CSV,e3e69806-4903-44c4-a17d-bce2a940d3a0
bevolkerungsbewegungen,Wanderungssaldo Gewinn(+)/Verlust(-),https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/8dc0dc8e-6c17-4d98-b29e-5a08a1bb6509/download/bevolkerungsbewegungen-wanderungssaldo-gewinnverlust-.csv,CSV,8dc0dc8e-6c17-4d98-b29e-5a08a1bb6509
bevolkerungsbewegungen,Wanderungsvolumen,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/b738c1c1-8b1f-4b3a-9d7c-ffaf74c12fc6/download/bevolkerungsbewegungen-wanderungsvolumen.csv,CSV,b738c1c1-8b1f-4b3a-9d7c-ffaf74c12fc6
bevolkerungsbewegungen,Zuzüge nach Staatsangehörigkeit,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/3d1c9c93-3bc6-44ba-bf48-bf0f9c0d1126/download/bevolkerungsbewegungen-zuzuge-nach-staatsangehorigkeit.csv,CSV,3d1c9c93-3bc6-44ba-bf48-bf0f9c0d1126
bevolkerungsbewegungen,Wegzüge nach Staatsangehörigkeit,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/1a9b69ef-b5e2-432f-8399-0d2c737bd320/download/bevolkerungsbewegungen-wegzuge-nach-staatsangehorigkeit.csv,CSV,1a9b69ef-b5e2-432f-8399-0d2c737bd320
bevolkerungsbewegungen,Wanderungsvolumen je 1000 Einwohner/-innen,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/d89f8702-30ac-4fb9-9f3a-ef1139e55365/download/bevolkerungsbewegungen-wanderungsvolumen-je-1000-einwohner-innen.csv,CSV,d89f8702-30ac-4fb9-9f3a-ef1139e55365
bevolkerungsbewegungen,Sterbefälle nach Geschlecht,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/68998f09-d2ce-428d-ac59-0b7baaa4a376/download/bevolkerungsbewegungen-sterbefalle-nach-geschlecht.csv,CSV,68998f09-d2ce-428d-ac59-0b7baaa4a376
bevolkerungsbewegungen,Geburten nach Geschlecht,https://transparenz.karlsruhe.de/dataset/fdc3049d-14cf-4c14-b59a-1b82809242d5/resource/4eb21bba-693b-4b12-a15c-c0550ed6224d/download/bevolkerungsbewegungen-geburten-nach-geschlecht.csv,CSV,4eb21bba-693b-4b12-a15c-c0550ed6224d
bewohnerparkzonen,Bewohnerparkzonen,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_bewohnerparkzonen&outputFormat=application%2Fjson,GeoJSON,41d19cec-63f4-4bef-8bc7-c236a4b56d0b
blitzer,Blitzer Stationär,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_blitzer_symbole&outputFormat=application%2Fjson,GeoJSON,4463524c-3e32-4e1c-8813-c685f622a049
blitzer-strecken,Blitzer Strecken,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_blitzer_strecken&outputFormat=application%2Fjson,GeoJSON,528cc3da-baf5-403d-a6c7-906113281c83
bundestagswahl-2013,Umrisse der Wahlbezirke,https://transparenz.karlsruhe.de/dataset/0788d395-b5e4-4ca0-963d-99801ab4682c/resource/49b00214-15db-4626-8a50-baa4d5f0cade/download/bundestagswahl_2013_wahlbezirke.geojson,GeoJSON,49b00214-15db-4626-8a50-baa4d5f0cade
bundestagswahl-2013,Ergebnisse und Statistiken,https://transparenz.karlsruhe.de/dataset/0788d395-b5e4-4ca0-963d-99801ab4682c/resource/ae1bfdcc-2884-45b6-828c-56c3fe2b2f7a/download/bundestagswahl_2013.csv,CSV,ae1bfdcc-2884-45b6-828c-56c3fe2b2f7a
bundestagswahl-2013,Parteien,https://transparenz.karlsruhe.de/dataset/0788d395-b5e4-4ca0-963d-99801ab4682c/resource/f120ef9b-4aed-480b-9c67-c1301da2b34e/download/bundestagswahl_2013_parteien.csv,CSV,f120ef9b-4aed-480b-9c67-c1301da2b34e
bundestagswahl-2017,Ergebnisse (Stadtteile),https://transparenz.karlsruhe.de/dataset/389770de-7b1c-4736-9d96-8da132fc1d62/resource/62b3b78e-7357-49dc-beb7-5a72531abe45/download/bundestagswahl_2017_ergebnisse_stadtteile.csv,CSV,62b3b78e-7357-49dc-beb7-5a72531abe45
bundestagswahl-2017,Wahlbezirke nach Adresse,https://transparenz.karlsruhe.de/dataset/389770de-7b1c-4736-9d96-8da132fc1d62/resource/00cb5ea4-9e4b-4697-9f0b-b4474bf13f89/download/bundestagswahl_2017_wahlbezirke.csv,CSV,00cb5ea4-9e4b-4697-9f0b-b4474bf13f89
bundestagswahl-2017,Ergebnisse (Wahlbezirke),https://transparenz.karlsruhe.de/dataset/389770de-7b1c-4736-9d96-8da132fc1d62/resource/780a08c7-938e-4615-8559-0d72acaf04e5/download/bundestagswahl_2017_ergebnisse_wahlbezirke.csv,CSV,780a08c7-938e-4615-8559-0d72acaf04e5
bundestagswahl-2017,Parteien,https://transparenz.karlsruhe.de/dataset/389770de-7b1c-4736-9d96-8da132fc1d62/resource/5bef54ed-393f-4944-9a37-19e2335ab488/download/bundestagswahl_2017_parteien.csv,CSV,5bef54ed-393f-4944-9a37-19e2335ab488
bundestagswahl-2017,Umrisse der Wahlbezirke,https://transparenz.karlsruhe.de/dataset/389770de-7b1c-4736-9d96-8da132fc1d62/resource/5c080b1a-1e8c-4cb6-bdf1-5465e25589d2/download/bundestagswahl_2017_wahlbezirke.geojson,GeoJSON,5c080b1a-1e8c-4cb6-bdf1-5465e25589d2
busparkplaetze,Busparkplätze,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_busparkplaetze&outputFormat=application%2Fjson,GeoJSON,5916d81b-0d9e-4c0f-832c-cf35beba712a
daten-des-haushaltsplans-2019-2020,Finanzhaushalt,https://transparenz.karlsruhe.de/dataset/ad6811bf-7b3d-48c3-ae6f-a92c3967fbdf/resource/e9f6ce98-a6a7-42fa-b728-9484e71998c0/download/ikvs_finrech_2019.csv,CSV,e9f6ce98-a6a7-42fa-b728-9484e71998c0
daten-des-haushaltsplans-2019-2020,Ergebnishaushalt,https://transparenz.karlsruhe.de/dataset/ad6811bf-7b3d-48c3-ae6f-a92c3967fbdf/resource/4ea38a76-d9ba-4679-b5a6-b6e980b3b255/download/ikvs_ergrech_2019.csv,CSV,4ea38a76-d9ba-4679-b5a6-b6e980b3b255
daten-des-haushaltsplans-2019-2020,Teilhaushalte,https://transparenz.karlsruhe.de/dataset/ad6811bf-7b3d-48c3-ae6f-a92c3967fbdf/resource/a78b85c9-a9c8-4d2e-b844-cd98503c806e/download/teilhaushalte.csv,CSV,a78b85c9-a9c8-4d2e-b844-cd98503c806e
daten-des-haushaltsplans-2019-2020,Haushaltsplan 2019- 2020,https://transparenz.karlsruhe.de/dataset/ad6811bf-7b3d-48c3-ae6f-a92c3967fbdf/resource/4b99b3c4-90e8-4c99-96d0-0add0e4c7471/download/doppelhaushalt-2019-2020.pdf,PDF,4b99b3c4-90e8-4c99-96d0-0add0e4c7471
daten-des-haushaltsplans-2021,Haushaltsplan 2021,https://transparenz.karlsruhe.de/dataset/3363a926-67d0-49f0-a47e-373eff46e663/resource/14572000-393a-4d34-8c60-f7e70002c867/download/hhplan2021.pdf,PDF,14572000-393a-4d34-8c60-f7e70002c867
daten-des-haushaltsplans-2021,Ergebnisrechnung 2021,https://transparenz.karlsruhe.de/dataset/3363a926-67d0-49f0-a47e-373eff46e663/resource/8da28863-97c0-446b-b17b-b17cceda4c24/download/ergrech_2021.csv,CSV,8da28863-97c0-446b-b17b-b17cceda4c24
daten-des-haushaltsplans-2021,Produktplan BW,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fnkhr-bw.komm.one%2Fsite%2FKomm-ONE_NKHR%2Fget%2Fparams_E-1979163002%2F17174691%2F2020-05-01%2520Produktplan%2520BW.docx&wdOrigin=BROWSELINK,word,1057acaa-b588-437e-93c3-508a2fd4b8cd
daten-des-haushaltsplans-2021,Finanzrechnung 2021,https://transparenz.karlsruhe.de/dataset/3363a926-67d0-49f0-a47e-373eff46e663/resource/8b0012b6-92e6-4fe3-a1e1-d49a8306e12a/download/finrech_2021.csv,CSV,8b0012b6-92e6-4fe3-a1e1-d49a8306e12a
daten-des-haushaltsplans-2022-2023,Haushaltsplan 2022_2023,https://www.karlsruhe.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NTg0MDY4MDgsInVzZXIiOjAsImdyb3VwcyI6WzAsLTFdLCJmaWxlIjoiZmlsZWFkbWluXC91c2VyX3VwbG9hZFwvMDFfU3RhZHRfUmF0aGF1c1wvMDEzX1ZlcndhbHR1bmdfdW5kX1N0YWR0cG9saXRpa1wvU3RhZHRmaW5hbnplblwvSGF1c2hhbHRzcGxhblwvMjAyMlwvMjAyMi0wMy0xMF9IYXVzaGFsdHNwbGFuX0RISF8yMDIyXzIwMjNfZmluYWwucGRmIiwicGFnZSI6NDQxN30._mdu1f5xJZE_Alljh74DVdRjj4hTEIXbo793JZvQwqI/2022-03-10_Haushaltsplan_DHH_2022_2023_final.pdf,PDF,58ab2d53-7207-49b5-a59e-ab26c1835e15
daten-des-haushaltsplans-2022-2023,Kommunaler Produktplan Baden-Württemberg,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fnkhr-bw.komm.one%2Fsite%2FKomm-ONE_NKHR%2Fget%2Fparams_E-1979163002%2F17174691%2F2020-05-01%2520Produktplan%2520BW.docx&wdOrigin=BROWSELINK,Word,d44bde24-3fdd-41d7-ac02-e8eca333df0b
daten-des-haushaltsplans-2022-2023,Finanzrechnung 2022,https://transparenz.karlsruhe.de/dataset/40c8827d-b85d-42c4-8270-f498d13b3282/resource/f9e4a854-9d57-4263-bf15-8fca1dfd9271/download/ikvs_finrech_2022.csv,CSV,f9e4a854-9d57-4263-bf15-8fca1dfd9271
daten-des-haushaltsplans-2022-2023,Ergebnisrechnung 2022,https://transparenz.karlsruhe.de/dataset/40c8827d-b85d-42c4-8270-f498d13b3282/resource/fff8e4ba-7b73-4b8a-b8fd-2b2cbeec8a70/download/ikvs_ergrech_2022.csv,CSV,fff8e4ba-7b73-4b8a-b8fd-2b2cbeec8a70
daten-des-haushaltsplans-2022-2023,Kontenrahmen mit Zuordnungshinweisen Baden-Württemberg,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fnkhr-bw.komm.one%2Fsite%2FKomm-ONE_NKHR%2Fget%2Fparams_E-185000277%2F20751865%2FAnlage_31.2_Kontenrahmen_mit_Zuordnungshinweisen.XLSX&wdOrigin=BROWSELINK,XLS,3967aa14-6f53-4e8a-b063-00005a19e098
daten-und-fakten,Bericht 2023 / 2024,https://web4.karlsruhe.de/Stadtentwicklung/statistik/pdf/2023/2023-24-daten-und-fakten.pdf,PDF,6ea017ac-f3db-4f99-b587-09de9048ad0c
daten-und-fakten,Bericht 2022 / 2023,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2022/2022-23-daten-und-fakten.pdf,PDF,e204c140-ec05-469a-992b-19446ce85acb
daten-und-fakten,Bericht 2021,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2021/2021-daten-und-fakten.pdf,PDF,93246635-7ab5-4ffc-aaef-cc4509ae76e9
daten-und-fakten,Bericht 2020,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2020/2020-daten-und-fakten.pdf,PDF,aeeca832-a856-418f-9d41-3b7e58551b88
daten-und-fakten,Bericht 2019,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2019/2019-daten-und-fakten.pdf,PDF,2798bacb-2237-46a9-9ed8-90fde45f191b
daten-und-fakten,Bericht 2018,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2018/2018-daten-und-fakten.pdf,PDF,564164ae-ae57-4760-904f-7bd4605d3a94
daten-und-fakten,Bericht 2016,http://web5.karlsruhe.de/Stadtentwicklung/statistik/pdf/./2016/2016-daten-und-fakten.pdf,PDF,c756f828-6f56-4083-8098-dc5ed0ca7246
daten-und-fakten,Bericht 2017,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2017/2017-daten-und-fakten.pdf,PDF,319e27d9-04e0-494b-a9e8-dec7b5b87182
daten-und-fakten,Bericht 2015,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2016/2016-daten-und-fakten.pdf,PDF,312cc182-3c69-4727-b8da-15b8545fc366
energieberichte-karlsruhe,Energiebericht 2017,https://www.karlsruhe.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NzQ3NDg1MzQsImV4cCI6MzMyMTc2MjY0NTYsInVzZXIiOjAsImdyb3VwcyI6WzAsLTFdLCJmaWxlIjoiZmlsZWFkbWluXC91c2VyX3VwbG9hZFwvMDVfTW9iaWxpdGFldF9TdGFkdGJpbGRcLzA1NV9BcmNoaXRla3R1cl91bmRfR2ViYWV1ZGVcL05hY2hoYWx0aWdlc19CYXVlblwvRW5lcmdpZWJlcmljaHRfMjAxN18xOC0wNTkyX2tsZWluLnBkZiIsInBhZ2UiOjQwODJ9.no8VZ00CZSF0ydVWRzCfle50ycXUldUlTLOmookYMt0/Energiebericht_2017_18-0592_klein.pdf,PDF,0e4a9036-c755-4774-98a1-9053b4101717
energieberichte-karlsruhe,Energiebericht 2015,https://www.karlsruhe.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NzQ3NDg1MzQsImV4cCI6MzMyMTc2MjY0NTYsInVzZXIiOjAsImdyb3VwcyI6WzAsLTFdLCJmaWxlIjoiZmlsZWFkbWluXC91c2VyX3VwbG9hZFwvMDVfTW9iaWxpdGFldF9TdGFkdGJpbGRcLzA1NV9BcmNoaXRla3R1cl91bmRfR2ViYWV1ZGVcL05hY2hoYWx0aWdlc19CYXVlblwvRW5lcmdpZWJlcmljaHRfMjAxNS5wZGYiLCJwYWdlIjo0MDgyfQ.UJcYjYnKBwfZAlNgzq6oVQFN8R251ecSWpd_4X2IVNk/Energiebericht_2015.pdf,PDF,d32a2914-d24c-4916-823b-c92b590c99da
energieberichte-karlsruhe,Energiebericht 2013,https://www.karlsruhe.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NzQ3NDg1MzQsImV4cCI6MzMyMTc2MjY0NTYsInVzZXIiOjAsImdyb3VwcyI6WzAsLTFdLCJmaWxlIjoiZmlsZWFkbWluXC91c2VyX3VwbG9hZFwvMDVfTW9iaWxpdGFldF9TdGFkdGJpbGRcLzA1NV9BcmNoaXRla3R1cl91bmRfR2ViYWV1ZGVcL05hY2hoYWx0aWdlc19CYXVlblwvRW5lcmdpZWJlcmljaHRfMjAxMy5wZGYiLCJwYWdlIjo0MDgyfQ.j_Fpx-DCCHYdHC-HmvQ8JpHtrEVaPpA_P8ek4cCXJU4/Energiebericht_2013.pdf,PDF,1262ffdc-b780-4cad-92f8-8f6c15215d16
energieberichte-karlsruhe,Energiebericht 2011,https://www.karlsruhe.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NzQ3NDg1MzQsImV4cCI6MzMyMTc2MjY0NTYsInVzZXIiOjAsImdyb3VwcyI6WzAsLTFdLCJmaWxlIjoiZmlsZWFkbWluXC91c2VyX3VwbG9hZFwvMDVfTW9iaWxpdGFldF9TdGFkdGJpbGRcLzA1NV9BcmNoaXRla3R1cl91bmRfR2ViYWV1ZGVcL05hY2hoYWx0aWdlc19CYXVlblwvRW5lcmdpZWJlcmljaHRfMjAxMS5wZGYiLCJwYWdlIjo0MDgyfQ.1YZNYqJu4c8J0DRXDUPMRAey36aQWjd-tnCmNQoPs-0/Energiebericht_2011.pdf,PDF,10fbc46a-a69a-4de8-a0bb-c4cc9803005b
energieberichte-karlsruhe,Energiebericht 2009,https://www.karlsruhe.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NzQ3NDg1MzQsImV4cCI6MzMyMTc2MjY0NTYsInVzZXIiOjAsImdyb3VwcyI6WzAsLTFdLCJmaWxlIjoiZmlsZWFkbWluXC91c2VyX3VwbG9hZFwvMDVfTW9iaWxpdGFldF9TdGFkdGJpbGRcLzA1NV9BcmNoaXRla3R1cl91bmRfR2ViYWV1ZGVcL05hY2hoYWx0aWdlc19CYXVlblwvRW5lcmdpZWJlcmljaHRfMjAwOS5wZGYiLCJwYWdlIjo0MDgyfQ.Te6OrTD3mx8q5rvVBSmtt2hYV2MTbDIcAucntlPmCeQ/Energiebericht_2009.pdf,PDF,e70157ea-7dd2-4d33-aea9-6997523f210b
energieberichte-karlsruhe,Energiebericht 2007,https://www.karlsruhe.de/securedl/sdl-eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE2NzQ3NDg1MzQsImV4cCI6MzMyMTc2MjY0NTYsInVzZXIiOjAsImdyb3VwcyI6WzAsLTFdLCJmaWxlIjoiZmlsZWFkbWluXC91c2VyX3VwbG9hZFwvMDVfTW9iaWxpdGFldF9TdGFkdGJpbGRcLzA1NV9BcmNoaXRla3R1cl91bmRfR2ViYWV1ZGVcL05hY2hoYWx0aWdlc19CYXVlblwvRW5lcmdpZWJlcmljaHRfMjAwNy5wZGYiLCJwYWdlIjo0MDgyfQ.3DkH1fUZselELNsooCfBKavbR8q5GJVoIbObN3pVCyg/Energiebericht_2007.pdf,PDF,4eeb1d7b-a7b1-4b98-902c-fd58821e9d43
escooter-in-karlsruhe,eScooter Karlsruhe,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_escooter&outputFormat=application%2Fjson,GeoJSON,1d147d5e-28ea-4e2c-a71b-413c5d1f12ec
europawahl-2019,Ergebnisse Europawahl 2019,https://transparenz.karlsruhe.de/dataset/ef7cca66-6d3f-4c97-99ba-03cfeec88018/resource/b97c9405-ecb8-42a8-9854-560d2f921531/download/karlsruhe-europawahl-2.csv,CSV,b97c9405-ecb8-42a8-9854-560d2f921531
europawahl-2019,Karlsruher Wahlatlas,https://web6.karlsruhe.de/Stadtentwicklung/statistik/wahlatlas-eu/?select=Karlsruhe&date=2019,,30fd2bd8-9607-48d2-a5da-41b9291afa9b
fachplane-baumkataster1,Baumkataster Karlsruhe (alt),https://geoportal.karlsruhe.de/server/rest/services/Fachplaene/Baumkataster/MapServer/1/query?where=ARTDEUT+IS+NOT+NULL&outFields=ARTDEUT%2CARTLAT&returnGeometry=true&f=geojson,GeoJSON,d7d441b8-5f36-49b4-982e-e3de1123293b
fahrrad-abstellanlagen,Fahrrad Abstellanlagen,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_fahrradanlagen&outputFormat=application%2Fjson,GeoJSON,a1c81299-0710-49ca-b07d-28b561724f6f
fremdenverkehr,Bericht 2014,https://web6.karlsruhe.de/Stadtentwicklung/statistik/pdf/2014/2014-fremdenverkehr.pdf,PDF,dc4a0070-3a2d-4e2d-8ae6-116074aad0f7
fussgaengerzone-karlsruhe,Fußgängerzone Karlsruhe,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_fussgaengerzone&outputFormat=application%2Fjson,GeoJSON,b636bbf5-8b6d-43d5-a75d-9107af1a3be9
gebaudegroenstruktur,Wohngebaudebestand,https://transparenz.karlsruhe.de/dataset/74bf19a3-bf3a-43bf-947d-28b8fb5c80e5/resource/6e384bac-8ebc-4418-95ba-b43e343d9faa/download/gebaudegroenstruktur-wohngebaudebestand.csv,CSV,6e384bac-8ebc-4418-95ba-b43e343d9faa
gebaudegroenstruktur,Wohngebäude mit zwei Wohnungen,https://transparenz.karlsruhe.de/dataset/74bf19a3-bf3a-43bf-947d-28b8fb5c80e5/resource/fd159d95-5aba-4eb1-be4d-f2ec92fa8f42/download/gebaudegroenstruktur-wohngebaude-mit-zwei-wohnungen.csv,CSV,fd159d95-5aba-4eb1-be4d-f2ec92fa8f42
gebaudegroenstruktur,Wohngebäude mit einer Wohnung,https://transparenz.karlsruhe.de/dataset/74bf19a3-bf3a-43bf-947d-28b8fb5c80e5/resource/6c020f39-ade1-42fa-af9e-cefac1717b9a/download/gebaudegroenstruktur-wohngebaude-mit-einer-wohnung.csv,CSV,6c020f39-ade1-42fa-af9e-cefac1717b9a
gebaudegroenstruktur,1- und 2-Familienhäuser (Anteil),https://transparenz.karlsruhe.de/dataset/74bf19a3-bf3a-43bf-947d-28b8fb5c80e5/resource/13217754-6456-45b2-8c95-25ef45a887cf/download/gebaudegroenstruktur-1-und-2-familienhauser-anteil.csv,CSV,13217754-6456-45b2-8c95-25ef45a887cf
gebaudegroenstruktur,Wohngebäude mit drei bis sechs Wohnungen,https://transparenz.karlsruhe.de/dataset/74bf19a3-bf3a-43bf-947d-28b8fb5c80e5/resource/dad2aa2f-3c0a-478b-bbad-035d1de7c9e1/download/gebaudegroenstruktur-wohngebaude-mit-drei-bis-sechs-wohnungen.csv,CSV,dad2aa2f-3c0a-478b-bbad-035d1de7c9e1
gebaudegroenstruktur,Wohngebäude mit sieben und mehr Wohnungen,https://transparenz.karlsruhe.de/dataset/74bf19a3-bf3a-43bf-947d-28b8fb5c80e5/resource/e031fe5f-90e0-4398-8824-a9fcc213a768/download/gebaudegroenstruktur-wohngebaude-mit-sieben-und-mehr-wohnungen.csv,CSV,e031fe5f-90e0-4398-8824-a9fcc213a768
gebaude-und-wohnungen,Wohngebäude,https://transparenz.karlsruhe.de/dataset/f98ff9c1-9be1-4412-afeb-751708836f1b/resource/6016eae2-4594-470b-8c1f-9da19bfaa2a4/download/wohngebaude.csv,CSV,6016eae2-4594-470b-8c1f-9da19bfaa2a4
gebaude-und-wohnungen,Wohnungen,https://transparenz.karlsruhe.de/dataset/f98ff9c1-9be1-4412-afeb-751708836f1b/resource/125e65b0-9c9b-4643-afb7-3fc458636173/download/gebaude-und-wohnungen-wohnungen.csv,CSV,125e65b0-9c9b-4643-afb7-3fc458636173
geschwindigkeiten,Geschwindigkeiten,https://mobil.trk.de/geoserver/TBA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=TBA%3Aka_geschwindigkeiten&outputFormat=application%2Fjson,GeoJSON,81ee59ea-feaf-48d1-a169-1c3e012e0138
geschwindigkeitsmessungen,aktuelle Geschwindigkeitsmessungen,https://www.karlsruhe.de/stadt-rathaus/service-buergerinformation/sicherheit-ordnung/geschwindigkeitsmessungen,HTML,d4e6714d-3201-4d41-958c-ace5f7e2aa6e
haushalte,Haushalte insgesamt,https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/ac4f2de9-44ac-419f-afd6-bbf670bc2a4e/download/haushalte-haushalte-insgesamt.csv,CSV,ac4f2de9-44ac-419f-afd6-bbf670bc2a4e
haushalte,Einpersonenhaushalte (Anteil),https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/d2917c81-f983-47c9-a56d-b5e2570d1185/download/haushalte-einpersonenhaushalte-anteil.csv,CSV,d2917c81-f983-47c9-a56d-b5e2570d1185
haushalte,Einpersonenhaushalte,https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/2bae1cfa-14e1-45d3-b90d-3b375b9ef3ad/download/haushalte-einpersonenhaushalte.csv,CSV,2bae1cfa-14e1-45d3-b90d-3b375b9ef3ad
haushalte,Einpersonenhaushalte im Alter unter 30 Jahren,https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/a976c36f-0d65-49a8-9471-c3f3f8fc6bee/download/haushalte-einpersonenhaushalte-im-alter-unter-30-jahren.csv,CSV,a976c36f-0d65-49a8-9471-c3f3f8fc6bee
haushalte,Einpersonenhaushalte im Alter unter 30 Jahren (Anteil),https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/aa5497ab-82fe-4338-8bcb-a689a790b110/download/haushalte-einpersonenhaushalte-im-alter-unter-30-jahren-anteil.csv,CSV,aa5497ab-82fe-4338-8bcb-a689a790b110
haushalte,Einpersonenhaushalte im Alter 60 Jahre und älter (Anteil),https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/dc4af0a6-32fe-4ab4-95ad-839f6e2c180c/download/haushalte-einpersonenhaushalte-im-alter-60-jahre-und-alter-anteil.csv,CSV,dc4af0a6-32fe-4ab4-95ad-839f6e2c180c
haushalte,Einpersonenhaushalte im Alter 60 Jahre und älter,https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/7693fd39-3469-4374-a7b2-4dd2cac9e4f0/download/haushalte-einpersonenhaushalte-im-alter-60-jahre-und-alter.csv,CSV,7693fd39-3469-4374-a7b2-4dd2cac9e4f0
haushalte,Mehrpersonenhaushalte,https://transparenz.karlsruhe.de/dataset/42049995-8339-4e5d-9535-ff214d4ca81b/resource/7937471b-d832-4c59-ab9d-032e1434aff9/download/haushalte-mehrpersonenhaushalte.csv,CSV,7937471b-d832-4c59-ab9d-032e1434aff9
